Date,BBG_metals,BBG_agriculture,BBG_gold,BBG_silver,BBG_gas,CBOE_vix,CBOE_skew,ML_move_1M_volindex,ML_move_3M_volindex,RUSS3000_value,RUSS3000_growth,ISHARES_midcapetf,ISHARES_smallcapetf,US_EUR,US_GBP,US_AUS,US_CHF,US_YUAN,US_INDI,US_CAD
2015-02-24,237.0315,121.3003,301.9937,348.8167,1650.359,13.69,136.26,94.1,90.6,1367.28,825.24,42.78,35.5825,1.1337,1.5459,0.7832,1.0538,0.15987,1.6085,0.80109
2015-02-25,236.3579,120.0657,303.0532,353.9956,1635.079,13.84,136.33,91.5,88.6,1365.12,825.97,42.6457,35.5625,1.13575,1.5488,0.7886,1.0536,0.15976,1.6165,0.80412
2015-02-26,239.0442,121.0935,305.2227,357.219,1549.052,13.91,126.2,90.5,89.1,1360.56,826.51,42.4602,35.6125,1.12135,1.541,0.78,1.0488,0.15977,1.619949,0.79904
2015-02-27,238.6074,121.9138,305.9795,355.8008,1568.296,13.34,126.4,91.4,89.1,1356.74,823.37,42.4633,35.5025,1.12165,1.5451,0.78115,1.0548,0.1595,1.621849,0.79949
2015-03-02,237.6721,120.0946,304.7439,353.5022,1550.188,13.04,126.01,90.2,89.3,1362.88,829.98,42.4966,35.7035,1.11955,1.5362,0.77665,1.04495,0.15943,1.6165,0.79773
2015-03-03,234.8742,119.7409,303.7856,350.1719,1556.98,13.86,123.09,91.8,89.7,1356.79,826.33,42.3783,35.58,1.11845,1.5372,0.78155,1.04165,0.15938,1.617649,0.80026
2015-03-04,235.7554,118.747,302.9031,347.2065,1588.109,14.23,127.89,90.7,88.9,1350.51,822.91,42.1128,35.335,1.1068,1.5269,0.7817,1.0395,0.15947,1.604899,0.80463
2015-03-05,235.8862,117.8367,301.7175,347.2068,1629.991,14.04,127.26,89.3,89.9,1352.29,824.28,42.2261,35.3478,1.10295,1.5237,0.77825,1.02875,0.15959,1.603049,0.80093
2015-03-06,233.7224,117.7784,293.6716,339.6646,1625.464,15.2,124.65,86.6,89.0,1333.05,813.04,41.5937,34.894,1.08615,1.5061,0.7718,1.01675,0.15968,1.601049,0.79227
2015-03-09,236.681,118.1056,294.2268,338.9988,1535.477,15.06,124.16,84.0,86.9,1338.17,816.2,41.7566,35.1275,1.0846,1.5096,0.77015,1.01295,0.15964,1.59655,0.79346
2015-03-10,232.8661,117.3314,292.603,335.926,1563.776,16.69,123.53,84.4,87.3,1316.66,803.01,41.1626,34.7725,1.07075,1.5085,0.7624,1.0004,0.15969,1.59435,0.78808
2015-03-11,230.5575,117.9483,290.2085,330.1675,1613.017,16.87,123.72,85.0,88.0,1318.52,801.28,41.1661,34.9475,1.05755,1.4945,0.7595,0.99275,0.15969,1.59285,0.78422
2015-03-12,233.2032,118.0092,290.5361,333.4121,1564.91,15.42,121.53,85.6,88.3,1335.59,811.46,41.5692,35.4781,1.06165,1.4905,0.7708,0.99645,0.15968,1.598949,0.7883
2015-03-13,234.841,115.7899,290.637,332.9397,1559.816,16.0,120.6,86.1,88.6,1328.41,806.59,41.385,35.315,1.05215,1.4755,0.7637,0.99485,0.15976,1.585199,0.78226
2015-03-16,234.4123,116.4965,290.814,335.583,1550.197,15.61,122.83,84.8,87.2,1344.3,817.14,41.7763,35.5442,1.05785,1.48,0.76405,0.9929,0.15968,1.59285,0.7829
2015-03-17,233.4366,114.7719,289.5542,334.7454,1625.473,15.66,125.44,86.3,88.9,1339.93,816.12,41.82,35.67,1.06045,1.4743,0.76175,0.99575,0.16001,1.596849,0.78195
2015-03-18,229.2504,116.0969,290.3105,333.9507,1661.697,13.97,128.51,85.7,90.1,1356.7,824.91,42.3633,36.0452,1.06435,1.4686,0.7771,1.00515,0.16053,1.59485,0.7958
2015-03-19,234.4946,116.0263,294.7964,346.2639,1601.14,14.07,127.95,87.8,91.6,1347.07,824.1,42.1033,35.9662,1.06235,1.4727,0.76485,1.0078,0.16139,1.600249,0.78623
2015-03-20,240.8174,117.9374,298.728,362.7888,1586.426,13.02,131.09,86.5,90.9,1360.63,830.48,42.5533,36.39,1.07945,1.4922,0.77745,1.02405,0.16116,1.6023,0.79672
2015-03-23,242.4976,119.0803,299.4851,362.9619,1562.094,13.41,127.12,84.9,89.8,1359.51,828.15,42.7641,36.5075,1.09265,1.4936,0.7881,1.0342,0.16093,1.60695,0.7985
2015-03-24,242.0578,118.319,300.4177,364.9392,1590.394,13.62,126.82,83.7,88.8,1349.59,824.99,42.3798,36.5075,1.09065,1.4868,0.78765,1.0432,0.16116,1.6039,0.80038
2015-03-25,240.3953,118.317,301.9048,365.3047,1550.777,15.44,122.96,84.2,89.3,1332.4,810.16,41.643,35.5125,1.09875,1.4915,0.7845,1.0441,0.16098,1.602249,0.79898
2015-03-26,241.8523,117.0898,303.8455,368.3132,1521.347,15.8,122.86,86.2,89.5,1328.13,809.09,41.4953,35.335,1.09185,1.4843,0.7828,1.04055,0.16101,1.59145,0.80109
2015-03-27,238.8449,116.6615,302.5854,366.7878,1493.615,15.07,121.8,86.2,89.5,1331.0,812.33,41.5966,35.5625,1.08905,1.4878,0.7752,1.0433,0.1609,1.599449,0.79305
2015-03-30,239.6056,117.1066,298.7051,358.3003,1496.447,14.51,122.69,86.4,85.8,1348.47,821.87,42.1833,36.0719,1.083,1.4806,0.7652,1.03355,0.16111,1.59975,0.78895
2015-03-31,236.0497,115.367,298.1763,356.6677,1494.185,15.29,120.35,86.1,85.2,1338.79,814.77,42.0733,35.915,1.074,1.4847,0.76065,1.02955,0.1613,1.60535,0.78818
2015-04-01,237.0662,117.4143,304.4766,366.5742,1474.377,15.11,120.76,85.6,85.1,1334.12,811.52,41.922,35.745,1.0758,1.4816,0.75995,1.0337,0.16133,1.609249,0.79233
2015-04-02,237.7509,118.8438,302.6372,358.8816,1535.504,14.67,119.92,84.3,86.7,1339.51,814.14,42.1,35.9525,1.08825,1.4828,0.75915,1.04435,0.16137,1.61115,0.7964
2015-04-03,237.7508,118.8438,302.6372,359.2898,1.5355,0.0,119.92,79.3,84.0,1339.51,814.14,42.1,35.9525,1.08825,1.4828,0.76315,1.04435,0.16146,1.61395,0.80103
2015-04-06,237.0709,118.439,307.0989,367.6719,1499.854,14.74,120.05,79.0,84.0,1347.58,819.69,42.46,36.1525,1.10335,1.4828,0.7591,1.05215,0.16146,1.60755,0.80135
2015-04-07,238.3454,117.9839,305.083,361.8701,1516.834,14.78,121.34,77.8,84.2,1343.49,817.79,42.205,35.8782,1.08605,1.4868,0.76335,1.03925,0.16139,1.605249,0.79965
2015-04-08,236.6168,117.591,303.1931,353.5757,1482.31,13.98,124.24,80.0,83.2,1345.3,822.08,42.2719,35.9485,1.07915,1.4924,0.7683,1.0352,0.16123,1.6078,0.79726
2015-04-09,236.3714,116.4041,300.7993,347.6094,1431.452,13.09,125.87,78.8,82.1,1349.27,825.24,42.36,35.815,1.0678,1.4737,0.76935,1.02505,0.16115,1.60495,0.79491
2015-04-10,237.3726,116.3191,303.5715,352.0315,1421.769,12.58,127.22,77.8,80.9,1357.74,828.2,42.4833,35.9715,1.06265,1.4651,0.76845,1.0209,0.16107,1.605749,0.79605
2015-04-13,236.239,114.965,302.2363,350.0798,1417.135,13.94,117.46,75.8,80.0,1352.74,824.51,42.3154,36.0303,1.05725,1.4642,0.75895,1.0218,0.16086,1.602349,0.79397
2015-04-14,236.4841,115.7159,300.5481,347.2754,1430.174,13.67,123.64,74.8,79.8,1356.5,824.48,42.3573,35.95,1.06945,1.479,0.76255,1.032,0.16099,1.605949,0.80093
2015-04-15,238.0396,115.7246,302.741,349.8259,1470.944,12.84,119.71,73.0,78.5,1364.63,828.37,42.7,36.2525,1.0609,1.4766,0.7681,1.0278,0.16116,1.60355,0.8138
2015-04-16,241.488,116.4092,301.9094,349.9548,1513.344,12.6,120.37,72.4,78.4,1362.73,828.19,42.562,36.1025,1.06995,1.4899,0.78035,1.04055,0.16139,1.604699,0.82055
2015-04-17,240.5845,116.4117,303.1948,348.7549,1488.884,13.89,122.24,74.4,79.8,1348.53,817.36,42.1567,35.5005,1.07745,1.4961,0.7776,1.04885,0.16135,1.598749,0.81633
2015-04-20,238.6931,116.2369,300.8267,341.3831,1435.072,13.3,124.16,73.5,79.7,1357.8,826.38,42.4566,35.87,1.07545,1.4915,0.7724,1.0477,0.16126,1.58385,0.81813
2015-04-21,238.1595,115.5632,303.1958,343.9338,1458.448,13.25,122.77,72.9,79.1,1353.04,827.38,42.3466,35.8525,1.07415,1.4933,0.77095,1.04785,0.16126,1.590949,0.8143
2015-04-22,237.102,115.5181,299.1133,339.3904,1476.93,12.71,124.07,72.9,79.1,1358.8,831.38,42.4433,35.8642,1.0724,1.5036,0.7755,1.0355,0.16145,1.587799,0.81716
2015-04-23,236.8262,116.4292,300.9785,340.1409,1429.096,12.48,123.26,73.2,78.3,1361.79,834.09,42.67,36.1325,1.08015,1.5054,0.77785,1.04685,0.16137,1.58035,0.82342
2015-04-24,241.9515,115.4023,296.1147,336.0476,1427.466,12.29,119.95,71.6,77.3,1361.63,836.17,42.5691,36.0322,1.08655,1.5165,0.7818,1.0495,0.16146,1.570749,0.82105
2015-04-27,245.0853,114.5723,303.2222,352.3149,1396.484,13.12,122.84,71.0,77.5,1355.07,831.8,42.3659,35.7612,1.08835,1.5211,0.78585,1.0493,0.1608,1.57865,0.8274
2015-04-28,246.628,114.6409,305.9189,356.4087,1408.444,12.41,124.02,72.9,78.7,1363.34,831.18,42.4267,35.8975,1.09815,1.5324,0.80245,1.05135,0.16119,1.58595,0.83094
2015-04-29,247.4945,115.615,304.9363,357.9519,1445.409,13.39,125.36,73.9,78.5,1359.12,826.75,42.2833,35.705,1.115,1.5454,0.80085,1.066,0.16131,1.575749,0.83191
2015-04-30,254.4785,114.7628,297.9807,346.186,1523.143,14.55,115.96,75.3,80.7,1346.51,816.03,41.86,35.0713,1.12055,1.5368,0.7904,1.0673,0.16122,1.57405,0.82806
2015-05-01,255.1518,113.5159,295.99,345.8005,1538.908,12.7,122.37,78.9,83.4,1357.77,825.72,42.2747,35.445,1.12225,1.5177,0.78515,1.07355,0.16122,1.569349,0.8224
2015-05-04,254.7928,113.487,299.0903,352.3591,1564.46,12.85,121.68,81.1,84.8,1363.69,827.21,42.5466,35.5599,1.11615,1.5177,0.78375,1.07065,0.16106,1.57445,0.82675
2015-05-05,259.9197,114.1124,300.7034,355.3169,1541.629,14.31,122.22,87.7,86.4,1348.0,816.58,41.9667,35.0175,1.11875,1.5193,0.79425,1.0802,0.16113,1.57805,0.82878
2015-05-06,256.0786,114.5422,299.9727,353.7524,1537.281,15.15,119.74,91.0,87.4,1343.0,813.98,41.7917,35.005,1.13545,1.5248,0.7969,1.0945,0.16128,1.571899,0.83012
2015-05-07,254.7384,113.8081,297.9314,349.2734,1513.907,15.13,120.73,89.6,87.0,1347.19,817.86,41.99,35.2975,1.12615,1.52,0.7907,1.08715,0.16112,1.560749,0.82454
2015-05-08,254.9973,115.0922,299.6199,352.874,1591.642,12.86,122.93,80.9,82.9,1363.84,828.17,42.3867,35.6393,1.12185,1.5422,0.79335,1.07815,0.16105,1.56955,0.82843
2015-05-11,252.9839,114.793,298.1238,349.6384,1548.7,13.85,115.96,84.1,84.9,1356.91,825.24,42.3377,35.6425,1.11515,1.5562,0.78905,1.0711,0.16104,1.562349,0.82621
2015-05-12,255.7127,114.2379,300.4917,354.1821,1600.886,13.86,123.92,87.4,87.2,1353.53,822.77,42.1827,35.6482,1.12465,1.5663,0.79755,1.08025,0.16106,1.558949,0.83222
2015-05-13,254.1354,113.8507,306.989,369.0774,1622.087,13.76,126.04,85.6,85.7,1353.15,822.53,42.1667,35.6467,1.13525,1.5729,0.81125,1.08985,0.16117,1.562149,0.83637
2015-05-14,252.3571,115.4045,308.752,374.3069,1665.032,12.74,127.63,83.2,84.1,1365.16,832.44,42.4433,36.005,1.138,1.5759,0.808,1.09265,0.16125,1.577749,0.83452
2015-05-15,251.8709,115.1109,308.7771,376.4075,1668.838,12.38,127.56,84.5,84.7,1366.16,833.18,42.5466,36.045,1.1441,1.5789,0.8034,1.0918,0.16113,1.576249,0.83247
2015-05-18,249.2429,115.67,309.3569,380.03,1663.948,12.73,126.91,88.2,85.5,1371.68,836.54,42.83,36.3802,1.1364,1.5682,0.7989,1.0847,0.16118,1.56965,0.82237
2015-05-19,243.0228,114.261,304.0945,365.8638,1625.897,12.85,126.28,87.7,86.2,1371.32,835.32,42.7767,36.3282,1.11275,1.5507,0.7914,1.0661,0.16112,1.568299,0.81749
2015-05-20,242.0176,113.5027,304.6233,366.7642,1608.503,12.88,125.01,87.7,86.1,1370.76,834.56,42.9047,36.41,1.11025,1.5556,0.78735,1.0651,0.16119,1.57235,0.81914
2015-05-21,241.9597,113.5878,303.4399,367.1714,1627.53,12.11,121.11,86.1,84.6,1372.32,837.0,42.92,36.3745,1.11215,1.5666,0.78945,1.0683,0.16137,1.572849,0.81977
2015-05-22,239.479,112.1095,303.3899,365.4355,1586.76,12.13,124.86,87.7,85.7,1368.32,835.72,42.9,36.3325,1.10235,1.5501,0.78295,1.0607,0.16136,1.575049,0.8144
2015-05-25,239.479,112.1095,303.3899,365.4355,1586.76,0.0,124.86,87.7,85.7,1368.32,835.72,42.9,36.3325,1.10235,1.5501,0.78245,1.0607,0.16124,1.574949,0.81228
2015-05-26,237.3848,110.6981,299.0845,358.8994,1548.711,14.06,123.06,85.4,85.4,1354.51,827.12,42.4094,35.9405,1.08975,1.5384,0.7736,1.05335,0.16119,1.563149,0.80425
2015-05-27,236.8854,109.9649,298.7573,356.7778,1547.625,13.27,123.6,84.0,84.8,1365.48,835.49,42.6617,36.2402,1.08755,1.5332,0.7728,1.05085,0.16126,1.56675,0.80308
2015-05-28,238.9838,110.5101,299.3367,357.2495,1470.978,13.31,125.37,82.7,83.9,1365.11,833.65,42.66,36.1177,1.09185,1.5292,0.7648,1.05735,0.16126,1.56835,0.80415
2015-05-29,234.8907,110.7415,299.5884,357.9355,1436.188,13.84,122.5,82.7,83.9,1358.65,827.6,42.5413,36.0675,1.09635,1.5261,0.7641,1.06,0.16133,1.568749,0.80337
2015-06-01,235.5629,111.6919,299.3118,357.4858,1439.995,13.97,122.43,83.5,84.5,1360.19,829.98,42.54,36.1225,1.08975,1.5207,0.76065,1.057,0.1613,1.57245,0.79856
2015-06-02,235.5741,113.4037,300.7473,360.0364,1466.632,14.24,121.17,87.5,85.4,1359.23,829.49,42.3961,36.2025,1.11285,1.5329,0.77725,1.0704,0.16134,1.570149,0.80642
2015-06-03,235.7907,113.3679,298.3552,353.1997,1431.842,13.66,124.59,91.8,88.0,1362.44,832.38,42.43,36.4782,1.12655,1.5331,0.7786,1.0695,0.16135,1.56255,0.80292
2015-06-04,233.2495,114.5262,295.9128,345.1199,1427.494,14.71,121.98,92.2,89.2,1350.7,825.08,42.0634,36.1032,1.1282,1.5365,0.76895,1.0708,0.16126,1.56335,0.79978
2015-06-05,233.9549,113.7349,294.1252,342.5696,1407.925,14.21,119.62,88.9,88.3,1351.14,824.58,41.9986,36.2221,1.11095,1.5241,0.76295,1.0561,0.1612,1.56815,0.80389
2015-06-08,234.6778,114.7757,295.5105,342.0344,1470.346,15.29,118.33,87.6,87.5,1343.4,818.42,41.9323,36.1325,1.12045,1.5274,0.77015,1.06745,0.16115,1.5638,0.80577
2015-06-09,235.8153,115.0818,296.5176,341.9917,1546.505,14.47,119.4,87.2,87.0,1344.71,817.55,41.7969,36.0573,1.12445,1.5317,0.76905,1.07375,0.16114,1.562249,0.81054
2015-06-10,237.3133,113.651,298.7839,342.0474,1570.416,13.22,120.83,89.8,88.3,1360.8,827.24,42.2566,36.533,1.13025,1.5541,0.776,1.0768,0.16114,1.56825,0.81603
2015-06-11,233.02,112.0415,297.2229,342.0518,1535.836,12.85,125.32,87.8,86.9,1364.0,828.79,42.4083,36.57,1.12345,1.5493,0.7755,1.06845,0.16112,1.56345,0.81357
2015-06-12,232.6437,111.5819,296.9209,339.2092,1494.617,13.78,119.26,87.7,85.7,1355.03,823.6,42.148,36.45,1.12685,1.5568,0.7731,1.0794,0.16108,1.560049,0.81156
2015-06-15,229.7973,109.9223,298.5833,344.6814,1565.816,15.39,119.25,86.0,84.7,1349.02,819.7,41.9024,36.32,1.12535,1.5542,0.77655,1.0694,0.16106,1.56045,0.81133
2015-06-16,227.5862,111.3309,297.3494,342.074,1569.029,14.81,120.23,85.7,84.7,1357.02,824.16,42.146,36.591,1.12345,1.5627,0.77515,1.07365,0.16107,1.55845,0.81337
2015-06-17,226.8337,112.0844,296.3171,341.668,1549.758,14.5,119.09,82.4,82.1,1358.2,826.22,42.1834,36.591,1.12335,1.571,0.7748,1.07535,0.16104,1.562249,0.81796
2015-06-18,226.5776,111.8164,302.6626,346.0925,1505.326,13.19,120.17,82.6,85.0,1370.0,835.54,42.5867,36.8177,1.1403,1.5881,0.77985,1.0893,0.16109,1.5729,0.81823
2015-06-19,224.3837,111.1307,302.6375,345.1094,1526.74,13.96,119.5,84.7,86.4,1362.69,832.4,42.52,36.845,1.1329,1.5884,0.77705,1.0842,0.16104,1.57475,0.8153
2015-06-22,223.9829,113.4997,298.1558,345.7722,1486.056,12.74,120.52,84.4,86.5,1369.28,838.08,42.6499,36.933,1.13965,1.5819,0.77285,1.0897,0.16104,1.574249,0.81245
2015-06-23,227.5896,114.3736,296.2673,337.1157,1478.027,12.11,122.78,84.2,85.8,1370.89,838.59,42.6833,37.0325,1.11835,1.5729,0.7736,1.0703,0.16111,1.572149,0.81119
2015-06-24,227.2566,114.7037,295.3357,339.6379,1496.228,13.26,119.52,82.7,85.0,1360.21,831.9,42.1745,36.645,1.11845,1.572,0.77035,1.06905,0.16111,1.574149,0.80759
2015-06-25,227.0575,116.6816,295.0588,338.5906,1540.66,14.01,122.68,83.3,85.6,1355.47,830.18,41.9233,36.565,1.11925,1.5724,0.7737,1.06595,0.16105,1.574349,0.81113
2015-06-26,226.3616,118.7961,295.4114,337.0305,1490.876,14.02,123.07,84.3,85.6,1356.6,828.53,41.9033,36.5225,1.11405,1.5729,0.76555,1.06955,0.16106,1.57595,0.81182
2015-06-29,224.6667,119.0496,296.8721,335.4705,1509.078,18.85,124.54,89.8,87.7,1328.99,809.96,41.1433,35.6875,1.11505,1.5744,0.7679,1.07605,0.16106,1.56965,0.80632
2015-06-30,223.5063,124.9299,295.0593,333.0339,1521.391,18.23,123.88,92.3,88.0,1331.06,813.9,41.2233,35.81,1.1142,1.5729,0.77085,1.07,0.16126,1.572249,0.80045
2015-07-01,226.329,123.466,294.4299,332.9485,1498.373,16.09,120.14,90.3,87.1,1337.61,819.92,41.45,35.92,1.1102,1.5633,0.7644,1.0589,0.16125,1.573549,0.79438
2015-07-02,226.1889,123.9188,292.9695,332.6282,1518.716,16.79,121.52,88.0,87.5,1336.94,818.94,41.4877,35.815,1.11045,1.5605,0.7632,1.05975,0.16117,1.579849,0.79758
2015-07-03,226.1889,123.9188,292.9695,332.6282,1518.716,0.0,121.52,88.0,87.5,1336.94,818.94,41.4877,35.815,1.11005,1.5605,0.751,1.0618,0.16114,1.577049,0.79529
2015-07-06,220.1554,123.1917,295.4126,336.7112,1480.71,17.01,118.68,86.2,87.2,1329.97,817.45,41.23,35.7048,1.10745,1.5602,0.7499,1.05945,0.16105,1.580649,0.79042
2015-07-07,211.9362,121.1105,290.2256,319.9539,1459.298,16.09,117.37,90.5,87.4,1337.47,821.89,41.58,35.5375,1.09355,1.5419,0.7452,1.0524,0.16103,1.57535,0.78718
2015-07-08,215.6092,121.0966,292.9702,324.1006,1443.774,19.66,118.25,89.4,86.5,1315.78,807.82,40.86,35.1559,1.1065,1.5353,0.7429,1.05265,0.16106,1.57585,0.7845
2015-07-09,220.3257,122.2137,291.8882,328.3328,1465.723,19.97,120.34,89.3,86.5,1318.97,809.86,40.9533,35.3125,1.10455,1.5387,0.7447,1.0554,0.16106,1.57935,0.78703
2015-07-10,219.2184,123.3316,291.561,330.8979,1488.208,16.83,118.52,90.2,87.2,1332.18,821.72,41.3153,35.67,1.1173,1.5508,0.74455,1.0649,0.16105,1.578349,0.79001
2015-07-13,221.7435,124.3133,290.9329,330.3853,1534.783,13.9,121.57,84.7,84.8,1344.19,832.08,41.5933,35.9375,1.10105,1.5526,0.7407,1.05305,0.16107,1.57605,0.78484
2015-07-14,220.867,123.3261,290.4351,327.3503,1519.794,13.37,123.11,80.8,82.4,1350.44,836.16,41.645,36.075,1.1,1.557,0.74515,1.0566,0.16106,1.58025,0.78592
2015-07-15,220.8273,122.4423,288.9023,321.6433,1557.268,13.23,123.06,79.1,81.7,1347.37,835.05,41.57,35.8075,1.09565,1.5616,0.73795,1.04955,0.16105,1.57465,0.77432
2015-07-16,220.9971,121.9012,287.9976,320.2756,1527.29,12.11,124.67,76.0,79.5,1355.48,842.54,41.8233,35.98,1.09035,1.5592,0.74045,1.0471,0.16104,1.575749,0.77196
2015-07-17,218.8445,120.5147,284.8564,317.0696,1538.532,11.95,127.91,74.2,77.8,1349.12,846.56,41.5273,35.6725,1.08535,1.5633,0.7372,1.04155,0.16104,1.575049,0.77095
2015-07-20,218.0621,117.6567,278.4988,315.4456,1514.98,12.25,125.06,72.8,76.4,1344.8,849.3,41.27,35.575,1.08635,1.5592,0.7372,1.039,0.16104,1.57235,0.76953
2015-07-21,216.3472,117.6623,277.5942,316.0227,1547.101,12.22,124.9,72.4,76.1,1339.35,845.05,41.0667,35.4282,1.09335,1.5561,0.74195,1.04505,0.16104,1.572749,0.77235
2015-07-22,213.4597,116.6018,274.5789,314.8474,1556.738,12.12,130.42,72.1,76.4,1339.14,842.39,41.145,35.4641,1.08915,1.5631,0.7375,1.03895,0.16105,1.57305,0.76725
2015-07-23,210.5068,116.1734,275.2073,314.2278,1508.024,12.63,123.18,72.6,76.8,1331.21,837.38,40.87,35.1537,1.09785,1.5528,0.73565,1.0422,0.16104,1.564449,0.76717
2015-07-24,209.964,114.0923,272.9207,309.6753,1485.542,13.74,126.32,73.0,77.8,1316.48,828.61,40.55,34.74,1.09655,1.5505,0.72825,1.04245,0.16104,1.55995,0.76637
2015-07-27,207.8053,110.9276,275.6606,312.177,1492.505,15.6,126.67,72.2,78.3,1309.15,822.22,40.2733,34.2757,1.11015,1.5578,0.72695,1.04355,0.16104,1.557549,0.7669
2015-07-28,211.7617,111.8648,275.6106,312.9683,1507.496,13.44,123.52,71.9,77.9,1324.46,832.45,40.7,34.6075,1.10375,1.558,0.73375,1.03575,0.16105,1.56745,0.77393
2015-07-29,211.8589,111.1037,274.7566,315.1277,1533.194,12.5,121.03,69.7,78.1,1336.63,837.0,41.0927,34.864,1.1032,1.565,0.72955,1.0385,0.16106,1.56685,0.77247
2015-07-30,209.196,111.6429,273.6011,314.1233,1481.804,12.13,122.06,71.2,79.9,1336.62,837.82,41.1717,35.0025,1.09245,1.5609,0.72925,1.0313,0.16104,1.55915,0.7692
2015-07-31,207.1826,111.0461,275.2097,315.1711,1453.969,12.12,124.2,75.8,82.7,1331.57,838.83,41.2333,35.1125,1.10485,1.5606,0.7305,1.04045,0.16104,1.562799,0.76403
2015-08-03,205.4695,110.0783,273.7783,310.2563,1471.106,12.56,119.32,74.7,82.4,1325.98,837.11,40.995,34.92,1.09725,1.5619,0.72865,1.03365,0.16104,1.5582,0.76028
2015-08-04,206.6469,110.5195,274.1057,311.1548,1505.371,13.0,119.79,80.5,83.7,1322.24,836.05,40.932,34.9092,1.09605,1.5598,0.73795,1.0275,0.16104,1.56745,0.75809
2015-08-05,204.9085,111.2122,272.8245,311.0698,1497.879,12.51,119.1,80.7,83.4,1324.54,839.63,41.15,34.9785,1.08665,1.5606,0.7356,1.0186,0.16104,1.570049,0.75873
2015-08-06,204.0842,110.4025,273.9561,313.7209,1505.912,13.77,126.09,80.3,83.6,1320.34,828.16,41.1233,34.625,1.0913,1.5503,0.7346,1.01865,0.16104,1.569349,0.76286
2015-08-07,203.4338,111.6156,274.9619,316.7996,1497.885,13.39,117.82,76.2,81.5,1315.34,826.18,41.0,34.4575,1.09395,1.5471,0.74185,1.01755,0.16104,1.56885,0.76164
2015-08-10,208.1626,114.7432,277.4766,326.8623,1521.556,12.23,121.54,75.3,81.0,1334.49,835.46,41.6833,34.885,1.09805,1.5544,0.7413,1.014,0.16104,1.568049,0.76914
2015-08-11,202.2445,112.4138,278.3823,326.6926,1522.403,13.71,124.37,78.1,82.5,1322.48,827.22,41.3,34.5575,1.10475,1.5569,0.73045,1.0168,0.15811,1.554449,0.76263
2015-08-12,203.1106,108.0803,282.3794,330.8025,1564.306,13.61,119.97,81.5,84.9,1323.66,827.35,41.4167,34.4525,1.11895,1.5638,0.7379,1.03085,0.15657,1.5419,0.77062
2015-08-13,202.2924,109.8865,280.3699,329.1279,1497.714,13.49,119.96,80.0,83.9,1320.52,827.08,41.2933,34.415,1.11275,1.5584,0.736,1.0244,0.15628,1.533649,0.76584
2015-08-14,202.6532,109.8704,279.6418,325.1665,1505.403,12.83,119.37,77.1,82.6,1327.11,829.91,41.47,34.6925,1.1111,1.5607,0.7371,1.0237,0.15645,1.53545,0.76409
2015-08-17,200.6793,109.4531,281.0774,326.9807,1471.1,13.02,120.27,76.1,82.7,1332.05,836.83,41.6817,35.0225,1.10745,1.5599,0.7371,1.0222,0.15638,1.528199,0.76461
2015-08-18,197.3917,109.0233,280.7012,316.0313,1454.201,13.79,124.34,82.7,82.8,1327.6,834.12,41.5833,34.8675,1.10345,1.5653,0.73405,1.023,0.1564,1.5278,0.76576
2015-08-19,197.6311,108.3305,283.4666,324.2983,1452.668,15.25,122.14,81.5,82.2,1313.43,828.69,41.3723,34.7087,1.10555,1.5641,0.73485,1.02945,0.15635,1.53585,0.76164
2015-08-20,200.402,109.4531,289.8257,331.5427,1472.137,19.14,118.76,84.6,84.0,1287.44,808.65,40.4817,33.7552,1.11985,1.5663,0.73375,1.03785,0.15652,1.52825,0.76394
2015-08-21,197.4106,107.5875,291.4351,326.9846,1428.09,28.03,130.04,88.5,85.8,1252.78,782.76,39.6333,33.1543,1.1314,1.567,0.73215,1.0482,0.15652,1.51435,0.75838
2015-08-24,192.0122,106.7682,289.9297,315.2698,1403.516,40.74,129.46,94.5,90.3,1200.74,753.42,37.96,31.6975,1.15755,1.5738,0.7158,1.0681,0.15614,1.496699,0.75253
2015-08-25,196.1514,106.5669,286.085,312.1384,1420.421,36.02,126.78,91.1,89.5,1180.81,747.15,37.4033,31.415,1.1411,1.5697,0.713,1.05485,0.15594,1.50875,0.74999
2015-08-26,191.7321,105.4817,282.6421,299.9312,1426.058,30.32,124.35,92.0,90.1,1220.5,776.39,38.3967,32.2748,1.14045,1.5541,0.7122,1.057,0.15598,1.51505,0.75236
2015-08-27,198.5163,106.9087,282.1399,307.5801,1406.083,26.1,126.31,91.4,89.9,1252.65,793.45,39.43,32.9625,1.12155,1.5373,0.71665,1.03895,0.15612,1.515849,0.75766
2015-08-28,201.7265,106.9626,285.0054,309.9668,1430.16,26.05,130.38,91.1,89.4,1255.65,794.58,39.58,33.1575,1.12215,1.5354,0.7173,1.0411,0.15653,1.5117,0.75749
2015-08-31,201.3915,106.7752,284.6294,310.7563,1414.286,28.43,129.36,87.7,88.3,1249.91,785.65,39.4467,33.235,1.1205,1.5354,0.71135,1.03405,0.15683,1.50575,0.76121
2015-09-01,199.2801,105.4682,286.4651,311.4814,1419.413,31.4,125.35,88.7,89.1,1211.87,763.93,38.2633,32.253,1.12585,1.5325,0.7019,1.03975,0.15712,1.506399,0.75412
2015-09-02,200.5774,104.9141,284.9075,312.4836,1393.292,26.09,125.35,93.1,89.3,1229.05,780.23,38.7,32.565,1.12305,1.5293,0.70385,1.03125,0.15733,1.51055,0.75381
